23,189402;72,626615;76,072
23,189405;72,626633;76,087
23,189404;72,626648;76,117
23,189451;72,626635;75,923
23,18945;72,626651;75,956
23,189429;72,626697;76,018
23,189427;72,626722;75,993
23,189428;72,626742;75,965
23,189428;72,626752;75,956
23,189423;72,626804;75,91
23,189422;72,62682;75,896
23,189419;72,626843;75,876
23,189418;72,626853;75,868
23,189414;72,626875;75,858
23,18941;72,626888;75,857
23,189409;72,626901;75,846
23,189408;72,626907;75,84
23,189406;72,62693;75,82
23,189405;72,62694;75,811
23,189403;72,626963;75,791
23,189401;72,626982;75,774
23,1894;72,626995;75,762
23,189399;72,627012;75,748
23,189395;72,627024;75,747
23,189394;72,627037;75,736
23,189392;72,627054;75,721
23,18939;72,627073;75,704
23,189389;72,62709;75,689
23,189388;72,627103;75,679
23,189386;72,627119;75,666
23,189372;72,627117;75,719
23,189339;72,627124;75,827
23,189326;72,627122;75,878
23,189315;72,627121;75,918
23,189304;72,627119;75,959
23,189291;72,627117;76,01
23,189277;72,627115;76,062
23,189256;72,627112;76,141
23,189248;72,627111;76,172
23,189234;72,627109;76,224
23,189226;72,627108;76,255
23,189215;72,627106;76,296
23,189199;72,627104;76,358
23,189187;72,627102;76,4
23,189179;72,627101;76,431
23,18916;72,627099;76,477
23,189148;72,627097;76,473
23,189147;72,627087;76,484
23,189148;72,627074;76,499
23,189151;72,627051;76,529
23,189152;72,627044;76,537
23,189155;72,627021;76,566
23,189151;72,627006;76,582
23,18915;72,626989;76,6
23,189145;72,626976;76,613
23,189143;72,626962;76,627
23,189144;72,626942;76,651
23,189141;72,626935;76,658
23,189131;72,626913;76,674
23,189127;72,626889;76,698
23,189122;72,626875;76,709
23,189117;72,626861;76,721
23,189114;72,626851;76,73
23,189115;72,626841;76,743
23,189117;72,626817;76,771
23,18912;72,626787;76,808
23,189121;72,626777;76,82
23,189123;72,626757;76,845
23,189124;72,62674;76,866
23,189126;72,62672;76,891
23,189123;72,626716;76,891
23,189129;72,626686;76,932
23,189131;72,626666;76,957
23,189132;72,626649;76,939
23,189133;72,62663;76,919
23,189135;72,626612;76,901
23,189137;72,626595;76,883
23,189138;72,626582;76,868
23,189142;72,626565;76,854
23,189158;72,626564;76,869
23,189175;72,626554;76,832
23,189191;72,626556;76,775
23,189207;72,62655;76,709
23,189402;72,626632;76,098
23,189206;72,626603;76,775
23,189223;72,6266;76,711
23,189235;72,626602;76,669
23,189246;72,626603;76,628
23,189267;72,626605;76,555
23,189278;72,626606;76,514
23,189299;72,626608;76,442
23,189307;72,626609;76,411
23,189322;72,626611;76,36
23,189333;72,626615;76,324
23,189342;72,626616;76,294
23,189359;72,626621;76,238
23,189368;72,626622;76,207
23,189382;72,62663;76,168
23,189396;72,626637;76,129
23,189404;72,626648;76,117
23,189463;72,626602;75,826
23,189253;72,626894;76,413
23,189292;72,626783;76,406
23,18929;72,626812;76,38
23,189279;72,62683;76,396
23,189278;72,626842;76,385
23,189274;72,626855;76,385
23,189273;72,626864;76,376
23,189272;72,626883;76,359
23,189266;72,626914;76,342
23,189265;72,62693;76,328
23,189263;72,626956;76,306
23,189262;72,626965;76,297
23,189259;72,626997;76,269
23,189257;72,627022;76,247
23,189255;72,627041;76,23
23,189255;72,627041;76,23
23,189257;72,627025;76,244
23,189258;72,627009;76,258
23,189259;72,626993;76,272
23,189261;72,626975;76,289
23,189264;72,626943;76,317
23,189264;72,62694;76,32
23,189269;72,626921;76,326
23,18927;72,626902;76,342
23,189272;72,626883;76,359
23,189273;72,62687;76,371
23,189274;72,626858;76,382
23,189275;72,626845;76,393
23,189276;72,626832;76,404
23,189275;72,62681;76,435
23,189276;72,626807;76,437
23,189272;72,626781;76,481
23,189273;72,626768;76,493
23,189265;72,626755;76,536
23,189261;72,626742;76,569
23,189244;72,626727;76,645
23,189234;72,626713;76,7
23,189222;72,626712;76,743
23,189208;72,62671;76,797
23,189198;72,626716;76,824
23,189195;72,626738;76,812
23,189194;72,626751;76,8
23,189189;72,626766;76,797
23,189187;72,626791;76,775
23,18918;72,626815;76,772
23,189177;72,626841;76,752
23,189174;72,626869;76,727
23,189174;72,626876;76,721
23,189171;72,62691;76,69
23,18918;72,626922;76,642
23,189181;72,626953;76,603
23,189191;72,62697;76,546
23,189195;72,626987;76,51
23,189205;72,627007;76,45
23,189215;72,627034;76,384
23,189223;72,627034;76,352
23,190694;72,628216;73,117
23,190692;72,628239;73,094
23,190691;72,628254;73,079
23,190684;72,628269;73,063
23,19068;72,628279;73,053
23,190672;72,628299;73,033
23,190659;72,628321;73,012
23,190655;72,628332;73,001
23,190649;72,628343;72,993
23,190642;72,628354;72,986
23,19063;72,628372;72,976
23,190629;72,628378;72,972
23,190619;72,628395;72,964
23,190609;72,628411;72,957
23,190603;72,628425;72,951
23,190593;72,628435;72,948
23,190584;72,628448;72,944
23,190572;72,628459;72,944
23,19056;72,628466;72,945
23,19056;72,628471;72,943
23,190542;72,628481;72,946
23,19053;72,628488;72,949
23,190521;72,628499;72,95
23,190509;72,628506;72,954
23,190498;72,628513;72,958
23,190492;72,628518;72,96
23,19048;72,628522;72,965
23,190466;72,628532;72,972
23,190449;72,628535;72,981
23,190438;72,628534;72,987
23,19043;72,628533;72,992
23,190416;72,628534;73
23,190402;72,628532;73,008
23,190388;72,628536;73,016
23,190372;72,628534;73,025
23,190348;72,628531;73,039
23,190334;72,628529;73,046
23,190324;72,628527;73,052
23,190314;72,628517;73,054
23,190301;72,62851;73,059
23,190294;72,628497;73,058
23,190284;72,628487;73,059
23,190274;72,628477;73,059
23,190269;72,628471;73,059
23,190252;72,628451;73,056
23,190239;72,628438;73,054
23,190232;72,628429;73,051
23,190222;72,628419;73,048
23,190215;72,628409;73,044
23,190202;72,628396;73,039
23,190198;72,628387;73,034
23,190193;72,628378;73,029
23,190181;72,628365;73,022
23,190174;72,628355;73,016
23,190167;72,628346;73,009
23,190154;72,628333;73
23,190147;72,628323;73,002
23,19014;72,628314;73,004
23,190098;72,628265;73,01
23,190102;72,628274;73,009
23,190084;72,628272;73,007
23,19007;72,628278;73,006
23,190062;72,628283;73,004
23,190051;72,62829;73,003
23,190047;72,628301;73,002
23,190041;72,628315;73,001
23,190038;72,628323;73,001
23,190041;72,62834;73,008
23,190052;72,628359;73,027
23,190064;72,62838;73,048
23,190068;72,628388;73,055
23,19009;72,628426;73,088
23,190103;72,628437;73,094
23,190104;72,628452;73,107
23,190117;72,628462;73,111
23,190125;72,628472;73,117
23,190135;72,62848;73,119
23,190148;72,628493;73,124
23,190156;72,6285;73,126
23,190169;72,628511;73,127
23,190176;72,628521;73,13
23,190186;72,628528;73,129
23,190194;72,628535;73,129
23,190202;72,628545;73,131
23,190215;72,628556;73,129
23,190219;72,628568;73,133
23,190233;72,628576;73,129
23,190246;72,628587;73,125
23,190248;72,628596;73,128
23,19026;72,62861;73,124
23,190266;72,628613;73,122
23,190279;72,628627;73,117
23,190297;72,628644;73,107
23,19031;72,628658;73,1
23,19032;72,628666;73,092
23,190331;72,628676;73,085
23,190344;72,628678;73,071
23,19035;72,628679;73,066
23,190367;72,628678;73,049
23,190384;72,62868;73,032
23,190367;72,628645;73,044
23,19038;72,628647;73,032
23,190423;72,628683;72,993
23,19044;72,628685;72,976
23,190452;72,628687;72,964
23,190468;72,628689;72,946
23,190488;72,628692;72,925
23,190503;72,628691;72,911
23,190512;72,62868;72,904
23,19048;72,628632;72,945
23,190497;72,62862;72,933
23,190509;72,628605;72,927
23,190513;72,628591;72,928
23,190526;72,628569;72,925
23,190535;72,628562;72,922
23,190539;72,628548;72,924
23,190546;72,628537;72,924
23,190555;72,628523;72,924
23,190562;72,628513;72,925
23,190565;72,628504;72,926
23,190578;72,628486;72,929
23,190584;72,628475;72,931
23,190597;72,628459;72,934
23,190609;72,628452;72,934
23,190615;72,628444;72,937
23,190627;72,628431;72,941
23,190639;72,62842;72,944
23,190645;72,628415;72,946
23,190657;72,628405;72,95
23,19067;72,628392;72,957
23,190678;72,628383;72,962
23,190691;72,628375;72,967
23,190747;72,628393;72,943
23,19076;72,628385;72,948
23,190769;72,62838;72,952
23,190778;72,628369;72,962
23,190794;72,628353;72,978
23,190801;72,628342;72,99
23,190803;72,628323;73,011
23,190813;72,628297;73,042
23,190771;72,628269;73,071
23,190776;72,628246;73,097
23,19078;72,628235;73,11
23,190827;72,628238;73,113
23,190762;72,628212;73,132
23,190753;72,62822;73,123
23,190744;72,628231;73,11
23,190737;72,628241;73,097
23,190727;72,628255;73,082
23,190724;72,628266;73,069
23,19072;72,628277;73,057
23,190715;72,628296;73,038
23,19047;72,6286;72,959
23,190475;72,628595;72,956
23,190483;72,62859;72,951
23,190491;72,628583;72,946
23,190496;72,628574;72,944
23,1905;72,628567;72,943
23,190502;72,628559;72,944
23,190508;72,62855;72,943
23,190513;72,628545;72,941
23,190518;72,628539;72,939
23,190524;72,62853;72,939
23,19053;72,628525;72,937
23,190538;72,62852;72,934
23,19055;72,628513;72,931
23,190558;72,628506;72,929
23,19057;72,628497;72,927
23,190577;72,628493;72,926
23,190587;72,628481;72,927
23,190593;72,628474;72,928
23,190596;72,62847;72,929
23,190603;72,628458;72,933
23,190607;72,628452;72,935
23,190613;72,628443;72,938
23,190618;72,628434;72,941
23,190622;72,628422;72,947
23,190628;72,628416;72,949
23,190632;72,628407;72,954
23,190639;72,628396;72,959
23,190642;72,628385;72,966
23,190642;72,62838;72,969
23,190648;72,628371;72,974
23,19065;72,628364;72,979
23,19065;72,628357;72,984
23,190651;72,628354;72,986
23,190652;72,62834;72,995
23,190653;72,62833;73,003
23,190653;72,628322;73,01
23,190654;72,628314;73,018
