23.191061,72.626257,72.961
23.191042,72.626298,73.057
23.191032,72.626371,73.168
23.191022,72.626454,73.291
23.191003,72.626548,73.45
23.190993,72.626652,73.599
23.190983,72.626683,73.643
23.190983,72.626693,73.645
23.190983,72.626786,73.666
23.190964,72.6269,73.729
23.190964,72.626972,73.743
23.190964,72.627003,73.749
23.190964,72.627076,73.763
23.190954,72.627158,73.794
23.190945,72.627241,73.824
23.190945,72.627313,73.836
23.190945,72.627334,73.839
23.190945,72.627417,73.852
23.190945,72.627489,73.864
23.190945,72.627551,73.812
23.190945,72.627644,73.715
23.190935,72.627675,73.692
23.190935,72.627706,73.659
23.190935,72.627779,73.583
23.190926,72.627841,73.525
23.190916,72.627923,73.442
23.190916,72.627965,73.398
23.190907,72.628088,73.267
23.190888,72.628181,73.17
23.190889,72.628274,73.066
23.190879,72.628357,72.973
23.19088,72.628409,72.914
23.19088,72.628502,72.809
23.19088,72.628564,72.739
23.19088,72.628677,72.61
23.19088,72.628822,72.446
23.19088,72.628936,72.317
23.19088,72.629019,72.224
23.190871,72.62905,72.179
23.190871,72.629112,72.108
23.190871,72.629194,72.208
23.190861,72.629256,72.561
23.190861,72.629298,72.802
23.19086,72.629349,73.103
23.190859,72.629432,73.586
23.19082,72.629607,74.644
23.19078,72.629803,75.752
23.190769,72.629926,76.433
23.190769,72.629957,76.607
23.190769,72.630009,76.819
23.190751,72.630071,76.589
23.190741,72.630122,76.419
23.190741,72.630153,76.328
23.190723,72.630205,76.159
23.190713,72.630236,76.065
23.190657,72.630267,75.953
23.190609,72.630298,75.869
23.19059,72.630288,75.884
23.19059,72.630236,75.979
23.19059,72.630164,76.113
23.19059,72.630112,76.209
23.190599,72.63004,76.362
23.190599,72.629998,76.434
23.190599,72.629978,76.338
23.190608,72.629916,76.068
23.190627,72.629895,76.005
23.190627,72.629833,75.707
23.190637,72.629772,75.42
23.190638,72.629669,74.919
23.190648,72.629586,74.518
23.190678,72.629473,73.939
23.190689,72.62936,73.346
23.190709,72.629194,72.446
23.190728,72.629101,72.31
23.190728,72.629008,72.393
23.190728,72.628977,72.421
23.190728,72.628936,72.458
23.190728,72.628863,72.524
23.190728,72.62875,72.626
23.190728,72.628708,72.663
23.190728,72.628595,72.765
23.190737,72.628491,72.854
23.190747,72.62844,72.898
23.190746,72.628357,72.977
23.190722,72.628334,72.999
23.190743,72.6282,73.142
23.190783,72.628068,73.299
23.190802,72.627965,73.426
23.190811,72.627872,73.539
23.190831,72.627841,73.589
23.190831,72.62781,73.626
23.190831,72.627758,73.688
23.19084,72.627686,73.77
23.19084,72.627634,73.831
23.19084,72.627593,73.88
23.19084,72.62751,73.979
23.19084,72.627365,73.99
23.19084,72.627293,73.989
23.19084,72.62721,73.988
23.19084,72.627107,73.987
23.19084,72.627014,73.986
23.19084,72.626942,73.986
23.19084,72.626869,73.985
23.19084,72.626838,73.984
23.19084,72.626766,73.984
23.19085,72.626725,73.961
23.190859,72.626642,73.908
23.190869,72.626611,73.848
